Order Date Time,Board Type,Quantity,Pick Pack Time,,,,
05/12/2022 05:13:16,C,3,4.76,,,,
05/12/2022 05:16:03,A,4,5.14,,,,
05/12/2022 05:17:33,A,3,4.69,,,,
05/12/2022 05:22:03,C,5,5.85,,,,
05/12/2022 05:24:54,A,7,6.32,,,,
05/12/2022 05:41:57,C,4,5.46,,,,
05/12/2022 05:42:26,B,10,8.77,,,,
05/12/2022 06:00:55,C,2,4.09,,,,
05/12/2022 06:02:41,B,2,4.27,,,,
05/12/2022 06:17:09,A,3,4.27,,,,
05/12/2022 06:35:28,C,7,6.82,,,,
05/12/2022 06:42:59,A,4,5.09,,,,
05/12/2022 06:48:38,C,3,4.47,,,,
05/12/2022 06:49:05,C,5,5.91,,,,
05/12/2022 06:50:27,A,10,8.34,,,,
05/12/2022 07:05:59,A,5,5.1,,,,
05/12/2022 07:12:23,A,6,6.59,,,,
05/12/2022 07:13:57,C,2,4.32,,,,
05/12/2022 07:24:02,B,4,5.33,,,,
05/12/2022 07:24:25,B,5,5.34,,,,
05/12/2022 07:28:10,C,5,5.26,,,,
05/12/2022 07:40:35,C,5,5.57,,,,
05/12/2022 07:41:35,C,3,4.21,,,,
05/12/2022 07:46:56,B,5,5.37,,,,
05/12/2022 07:52:19,B,5,5.75,,,,
05/12/2022 08:05:58,C,2,4.21,,,,
05/12/2022 08:10:07,B,8,6.46,,,,
05/12/2022 08:12:33,B,2,3.91,,,,
05/12/2022 08:21:16,C,3,4.51,,,,
05/12/2022 08:44:42,C,4,5.07,,,,
05/12/2022 08:54:29,B,3,4.61,,,,
05/12/2022 09:05:46,C,4,4.87,,,,
05/12/2022 09:13:08,C,2,4.31,,,,
05/12/2022 09:17:59,B,8,7.1,,,,
05/12/2022 09:24:54,B,9,6.79,,,,
05/12/2022 09:26:47,B,3,4.13,,,,
05/12/2022 09:29:18,C,5,5.4,,,,
05/12/2022 09:29:43,C,3,4.76,,,,
05/12/2022 09:30:08,B,11,8.02,,,,
05/12/2022 09:38:12,C,2,3.62,,,,
05/12/2022 09:39:11,B,3,4.42,,,,
05/12/2022 09:43:09,C,7,6.79,,,,
05/12/2022 09:47:00,B,2,4.33,,,,
05/12/2022 10:01:22,C,2,3.77,,,,
05/12/2022 10:02:39,C,4,5.36,,,,
05/12/2022 10:07:10,C,3,4.11,,,,
05/12/2022 10:15:30,C,5,5.56,,,,
05/12/2022 10:17:51,C,3,4.62,,,,
05/12/2022 10:20:59,C,4,4.71,,,,
05/12/2022 10:24:21,C,4,4.54,,,,
05/12/2022 10:46:45,C,3,4.23,,,,
05/12/2022 10:54:44,C,2,4.18,,,,
05/12/2022 10:59:18,C,2,4.29,,,,
05/12/2022 11:11:37,C,1,3.79,,,,
05/12/2022 11:12:47,C,4,4.92,,,,
05/12/2022 11:37:10,C,2,4.24,,,,
05/12/2022 11:57:32,C,2,3.94,,,,
05/12/2022 12:01:05,C,5,5.61,,,,
05/12/2022 12:04:59,C,2,4.3,,,,
05/12/2022 12:09:48,C,3,4.53,,,,
05/12/2022 12:15:07,C,7,6.47,,,,
05/12/2022 12:27:40,C,1,3.28,,,,
05/12/2022 12:27:51,C,5,5.75,,,,
05/12/2022 12:28:11,C,1,3.5,,,,
05/12/2022 12:30:25,C,2,3.81,,,,
05/12/2022 12:31:21,C,3,4.74,,,,
05/12/2022 12:35:19,C,3,4.1,,,,
05/12/2022 12:54:44,C,4,4.87,,,,
05/12/2022 13:06:49,C,5,5.64,,,,
05/12/2022 13:39:00,C,5,5.87,,,,
05/12/2022 13:43:02,C,3,4.31,,,,
05/12/2022 13:46:35,B,8,6.32,,,,
05/12/2022 13:51:04,B,2,4.39,,,,
05/12/2022 14:00:57,C,1,3.76,,,,
05/12/2022 14:02:23,C,5,5.63,,,,
05/12/2022 14:03:50,C,3,4.57,,,,
05/12/2022 14:09:31,B,1,3.81,,,,
05/12/2022 14:14:03,B,3,4.54,,,,
05/12/2022 14:52:32,C,2,3.71,,,,
05/12/2022 15:01:55,C,4,5.2,,,,
05/12/2022 15:09:45,C,7,6.7,,,,
05/12/2022 15:13:41,C,6,5.58,,,,
05/12/2022 15:59:09,C,3,4.76,,,,
05/12/2022 16:02:42,B,6,5.82,,,,
05/12/2022 16:07:39,C,3,4.61,,,,
05/12/2022 16:08:23,B,1,3.64,,,,
05/12/2022 16:13:05,C,3,4.83,,,,
05/12/2022 16:13:24,B,3,4.78,,,,
05/12/2022 16:13:38,C,6,6.48,,,,
05/12/2022 16:13:57,B,3,4.77,,,,
05/12/2022 16:29:36,C,2,4.02,,,,
05/12/2022 16:57:54,C,3,4.37,,,,
05/12/2022 17:11:03,C,2,3.67,,,,
05/12/2022 17:19:51,B,3,4.77,,,,
05/12/2022 17:30:17,C,3,4.07,,,,
05/12/2022 18:06:49,B,2,4.16,,,,
05/12/2022 18:16:39,C,4,4.77,,,,
05/12/2022 18:17:42,B,9,7.03,,,,
05/12/2022 18:22:58,C,6,5.84,,,,
05/12/2022 18:27:37,B,9,7.37,,,,
05/12/2022 18:29:17,C,4,5.25,,,,
05/12/2022 18:43:14,B,4,5.48,,,,
05/12/2022 18:46:50,B,8,6.8,,,,
05/12/2022 18:49:05,B,6,6.36,,,,
05/12/2022 18:56:40,B,7,6.55,,,,
05/12/2022 19:15:56,C,4,5.44,,,,
05/12/2022 19:17:01,C,5,5.77,,,,
05/12/2022 19:19:13,C,4,5.05,,,,
05/12/2022 19:21:42,B,5,5.05,,,,
05/12/2022 19:22:03,C,3,4.7,,,,
05/12/2022 19:30:50,B,5,5.14,,,,
05/12/2022 19:32:35,C,5,5.49,,,,
05/12/2022 19:32:41,C,2,4.36,,,,
05/12/2022 19:32:41,B,7,6.94,,,,
05/12/2022 19:45:59,B,2,3.82,,,,
05/12/2022 20:05:40,C,3,4.11,,,,
05/12/2022 20:11:17,C,3,4.89,,,,
05/12/2022 20:20:24,B,4,5.27,,,,
05/12/2022 20:21:59,C,2,4.26,,,,
05/12/2022 20:28:03,C,3,4.4,,,,
05/12/2022 20:34:16,C,3,4.56,,,,
05/12/2022 20:44:26,C,3,4.68,,,,
05/12/2022 20:46:20,C,3,4.1,,,,
05/12/2022 20:46:56,C,1,3.45,,,,
05/12/2022 20:50:03,C,5,5.73,,,,
05/12/2022 20:53:11,C,3,4.17,,,,
05/12/2022 20:54:39,C,3,4.74,,,,
05/12/2022 21:03:17,C,3,4.15,,,,
05/12/2022 21:07:19,C,1,3.83,,,,
05/12/2022 21:08:31,C,3,4.33,,,,
05/12/2022 21:10:21,C,2,3.96,,,,
05/12/2022 21:22:37,C,6,6.09,,,,
05/12/2022 21:30:35,C,6,6.5,,,,
05/12/2022 21:31:49,C,6,5.73,,,,
05/12/2022 21:35:20,C,3,4.37,,,,
05/12/2022 21:40:54,B,3,4.18,,,,
05/12/2022 21:44:18,C,1,3.37,,,,
05/12/2022 22:04:31,C,5,5.3,,,,
05/12/2022 22:09:56,B,1,3.47,,,,
05/12/2022 22:21:23,B,2,4.35,,,,
05/12/2022 22:22:19,C,2,4.24,,,,
05/12/2022 22:25:16,C,3,4.25,,,,
05/12/2022 22:25:39,C,3,4.22,,,,
05/12/2022 22:30:25,C,4,5.41,,,,
05/12/2022 22:32:11,C,5,5.38,,,,
05/12/2022 22:35:51,C,2,3.7,,,,
05/12/2022 22:38:44,B,2,3.61,,,,
05/12/2022 22:40:45,C,3,4.68,,,,
05/12/2022 22:43:26,B,3,4.76,,,,
05/12/2022 22:50:33,C,1,3.2,,,,
05/12/2022 23:04:36,B,10,7.97,,,,
05/12/2022 23:25:16,C,1,3.34,,,,
05/12/2022 23:34:17,C,5,5.54,,,,
05/12/2022 23:37:03,C,2,3.77,,,,
05/12/2022 23:44:27,B,6,6.22,,,,
05/12/2022 23:46:02,C,5,5.79,,,,
05/12/2022 23:52:53,B,7,6.42,,,,
06/12/2022 00:03:31,C,4,4.93,,,,
06/12/2022 00:03:34,C,5,5.12,,,,
06/12/2022 00:03:35,C,3,4.09,,,,
06/12/2022 00:04:14,C,4,5.47,,,,
06/12/2022 00:28:22,B,7,6.33,,,,
06/12/2022 00:29:36,C,6,5.76,,,,
06/12/2022 00:31:11,C,4,5.15,,,,
06/12/2022 00:31:36,C,3,4.9,,,,
06/12/2022 00:47:53,C,5,4.96,,,,
06/12/2022 00:57:38,C,3,4.48,,,,
06/12/2022 01:16:24,C,2,4.33,,,,
06/12/2022 01:22:27,C,2,3.89,,,,
06/12/2022 01:28:28,B,2,3.84,,,,
06/12/2022 01:31:11,C,6,6,,,,
06/12/2022 01:31:28,C,5,5.61,,,,
06/12/2022 01:33:31,C,2,3.66,,,,
06/12/2022 01:48:30,C,3,4.27,,,,
06/12/2022 01:53:36,B,3,4.48,,,,
06/12/2022 02:05:05,C,3,4.06,,,,
06/12/2022 02:10:39,C,3,4.09,,,,
06/12/2022 02:48:31,C,5,5.5,,,,
06/12/2022 02:49:29,C,4,4.72,,,,
06/12/2022 02:59:48,C,1,3.38,,,,
06/12/2022 03:18:58,C,6,5.85,,,,
06/12/2022 03:30:54,C,1,3.71,,,,
06/12/2022 03:30:55,B,2,3.91,,,,
06/12/2022 03:32:57,C,2,4.23,,,,
06/12/2022 03:38:48,B,6,5.69,,,,
06/12/2022 03:40:08,C,2,3.72,,,,
06/12/2022 03:45:34,C,4,5.07,,,,
06/12/2022 03:46:08,C,4,5.49,,,,
06/12/2022 03:49:25,B,7,7.06,,,,
06/12/2022 03:49:39,C,5,5.27,,,,
06/12/2022 03:59:17,C,2,4.29,,,,
06/12/2022 04:00:19,C,6,6.15,,,,
06/12/2022 04:04:02,B,4,5,,,,
06/12/2022 04:09:32,C,7,5.98,,,,
06/12/2022 04:15:44,B,3,4.18,,,,
06/12/2022 04:15:46,C,6,5.74,,,,
06/12/2022 04:20:47,B,4,5.22,,,,
06/12/2022 04:23:03,B,6,5.57,,,,
06/12/2022 04:29:50,B,3,4.4,,,,
06/12/2022 04:30:42,C,2,4.04,,,,
06/12/2022 04:38:43,B,3,4.37,,,,
06/12/2022 05:02:11,C,2,3.73,,,,
06/12/2022 05:18:11,C,3,4.9,,,,
06/12/2022 05:21:18,C,2,3.7,,,,
06/12/2022 05:25:23,C,4,4.81,,,,
06/12/2022 05:28:26,B,5,5.61,,,,
06/12/2022 05:44:15,B,5,5.19,,,,
06/12/2022 05:56:57,C,4,4.55,,,,
06/12/2022 06:08:36,C,3,4.41,,,,
06/12/2022 06:32:06,C,5,5.98,,,,
06/12/2022 06:45:40,C,5,5.75,,,,
06/12/2022 06:46:14,C,2,4.04,,,,
06/12/2022 06:51:17,C,2,4.21,,,,
06/12/2022 06:57:45,C,3,4.36,,,,
06/12/2022 07:04:30,B,10,7.97,,,,
06/12/2022 07:04:41,B,3,4.17,,,,
06/12/2022 07:05:29,C,4,4.85,,,,
06/12/2022 07:10:06,C,7,7.05,,,,
06/12/2022 07:14:04,C,3,4.75,,,,
06/12/2022 07:51:26,C,3,4.76,,,,
06/12/2022 07:58:30,B,5,5.88,,,,
06/12/2022 08:03:45,C,2,3.62,,,,
06/12/2022 08:11:46,C,2,3.93,,,,
06/12/2022 08:25:28,C,6,6.59,,,,
06/12/2022 08:32:31,C,4,5.09,,,,
06/12/2022 08:47:02,B,3,4.39,,,,
06/12/2022 08:54:47,B,8,7.41,,,,
06/12/2022 08:56:38,C,3,4.52,,,,
06/12/2022 09:12:59,C,2,4.29,,,,
06/12/2022 09:16:37,B,7,6.85,,,,
06/12/2022 09:22:56,C,5,5.56,,,,
06/12/2022 09:34:26,C,7,6.1,,,,
06/12/2022 09:39:54,C,6,6.59,,,,
06/12/2022 09:45:51,C,4,5.04,,,,
06/12/2022 09:47:37,C,3,4.83,,,,
06/12/2022 10:01:33,C,3,4.23,,,,
06/12/2022 10:02:22,C,1,3.55,,,,
06/12/2022 10:05:03,C,2,3.85,,,,
06/12/2022 10:05:51,C,4,5.49,,,,
06/12/2022 10:12:57,C,3,4.47,,,,
06/12/2022 10:13:33,B,4,4.94,,,,
06/12/2022 10:14:14,C,5,5.16,,,,
06/12/2022 10:14:49,C,7,7.07,,,,
06/12/2022 10:44:22,C,2,4.15,,,,
06/12/2022 11:02:00,C,5,5.8,,,,
06/12/2022 11:03:06,C,3,4.08,,,,
06/12/2022 11:39:29,C,1,3.52,,,,
06/12/2022 11:41:27,C,7,6.32,,,,
06/12/2022 11:52:28,B,4,5.45,,,,
06/12/2022 11:54:39,C,5,5.93,,,,
06/12/2022 11:58:38,C,4,4.61,,,,
06/12/2022 12:00:39,C,5,5.61,,,,
06/12/2022 12:22:37,B,10,8.44,,,,
06/12/2022 12:23:00,C,4,5.28,,,,
06/12/2022 12:25:25,B,8,7,,,,
06/12/2022 12:49:03,C,5,5.08,,,,
06/12/2022 13:28:19,B,4,4.63,,,,
06/12/2022 13:33:36,C,3,4.72,,,,
06/12/2022 13:37:09,C,4,5.4,,,,
06/12/2022 13:51:20,C,3,4.72,,,,
06/12/2022 14:00:01,B,3,4.68,,,,
06/12/2022 14:08:25,B,10,8.79,,,,
06/12/2022 14:11:02,B,6,5.43,,,,
06/12/2022 14:18:02,C,4,5.34,,,,
06/12/2022 14:23:42,C,5,5.91,,,,
06/12/2022 14:44:27,C,3,4.63,,,,
06/12/2022 14:47:55,C,6,5.91,,,,
06/12/2022 14:52:28,C,3,4.93,,,,
06/12/2022 14:57:20,B,5,5.61,,,,
06/12/2022 15:00:25,C,6,5.89,,,,
06/12/2022 15:09:04,C,2,3.92,,,,
06/12/2022 15:27:41,C,3,4.49,,,,
06/12/2022 15:33:12,C,4,4.52,,,,
06/12/2022 15:35:57,B,2,4.06,,,,
06/12/2022 15:50:56,B,1,3.4,,,,
06/12/2022 15:54:11,C,2,4.01,,,,
06/12/2022 16:22:13,B,4,4.63,,,,
06/12/2022 16:44:50,C,5,5.62,,,,
06/12/2022 16:52:28,C,6,6.06,,,,
06/12/2022 16:58:36,C,4,4.56,,,,
06/12/2022 17:26:26,C,5,5.72,,,,
06/12/2022 17:37:02,C,2,4.37,,,,
06/12/2022 17:38:15,B,6,5.99,,,,
06/12/2022 17:41:34,C,2,4.39,,,,
06/12/2022 17:44:54,C,4,4.85,,,,
06/12/2022 17:44:57,B,10,8.25,,,,
06/12/2022 17:56:44,C,5,4.99,,,,
06/12/2022 17:58:52,C,3,4.94,,,,
06/12/2022 17:59:50,C,3,4.17,,,,
06/12/2022 18:17:39,C,1,3.53,,,,
06/12/2022 18:28:50,C,4,5.16,,,,
06/12/2022 18:34:11,C,1,3.61,,,,
06/12/2022 18:44:32,C,3,4.08,,,,
06/12/2022 18:45:27,C,4,4.65,,,,
06/12/2022 18:47:13,B,2,4.09,,,,
06/12/2022 18:47:55,C,2,3.98,,,,
06/12/2022 18:51:32,B,1,3.85,,,,
06/12/2022 18:53:34,C,5,5.44,,,,
06/12/2022 18:57:35,C,2,3.68,,,,
06/12/2022 18:59:51,C,1,3.33,,,,
06/12/2022 19:14:07,C,4,4.58,,,,
06/12/2022 19:16:06,B,6,6.09,,,,
06/12/2022 19:37:19,C,5,5.84,,,,
06/12/2022 19:38:55,B,6,6.18,,,,
06/12/2022 19:51:41,C,3,4.2,,,,
06/12/2022 19:52:36,C,4,4.89,,,,
06/12/2022 20:12:31,B,4,4.57,,,,
06/12/2022 20:17:08,B,5,5.77,,,,
06/12/2022 20:20:44,C,7,6.35,,,,
06/12/2022 20:42:20,C,1,3.77,,,,
06/12/2022 21:02:55,B,3,4.78,,,,
06/12/2022 21:03:55,C,3,4.59,,,,
06/12/2022 21:07:20,C,3,4.75,,,,
06/12/2022 21:14:18,B,5,5.72,,,,
06/12/2022 21:30:27,C,6,6.34,,,,
06/12/2022 21:59:49,B,4,5.4,,,,
06/12/2022 22:09:41,B,5,6.03,,,,
06/12/2022 22:20:09,C,5,5.51,,,,
06/12/2022 22:22:07,B,1,3.68,,,,
06/12/2022 22:26:16,C,2,3.8,,,,
06/12/2022 22:28:35,C,3,4.76,,,,
06/12/2022 22:44:10,C,2,4.03,,,,
06/12/2022 22:53:01,B,1,3.43,,,,
06/12/2022 22:58:32,C,5,5.31,,,,
06/12/2022 22:59:38,B,11,7.95,,,,
06/12/2022 23:07:56,B,5,5.36,,,,
06/12/2022 23:09:21,C,4,5.41,,,,
06/12/2022 23:16:12,C,3,4.92,,,,
06/12/2022 23:16:24,B,2,3.99,,,,
06/12/2022 23:23:38,B,6,6.21,,,,
06/12/2022 23:26:46,B,10,8.43,,,,
06/12/2022 23:35:20,C,3,4.19,,,,
06/12/2022 23:43:23,C,4,4.69,,,,
06/12/2022 23:47:44,C,3,4.69,,,,
06/12/2022 23:48:58,C,2,4.01,,,,
07/12/2022 00:05:36,B,5,5.65,,,,
07/12/2022 00:16:21,C,5,5.85,,,,
07/12/2022 00:22:05,C,6,6.41,,,,
07/12/2022 00:24:13,C,3,4.34,,,,
07/12/2022 00:39:05,C,5,5.25,,,,
07/12/2022 00:53:02,B,2,3.93,,,,
07/12/2022 01:01:16,C,2,4.31,,,,
07/12/2022 01:02:19,C,4,4.74,,,,
07/12/2022 01:02:19,B,2,4.24,,,,
07/12/2022 01:02:37,C,2,4.17,,,,
07/12/2022 01:03:10,C,3,4.14,,,,
07/12/2022 01:12:22,B,2,3.95,,,,
07/12/2022 01:14:44,C,2,3.62,,,,
07/12/2022 01:17:35,C,2,4.11,,,,
07/12/2022 01:18:10,C,4,4.99,,,,
07/12/2022 01:24:44,C,3,4.55,,,,
07/12/2022 01:30:35,C,5,5.4,,,,
07/12/2022 01:30:52,B,4,4.86,,,,
07/12/2022 01:31:16,C,6,5.89,,,,
07/12/2022 01:32:25,B,7,6.7,,,,
07/12/2022 01:35:29,C,3,4.2,,,,
07/12/2022 01:36:03,B,6,5.74,,,,
07/12/2022 01:37:17,C,2,3.62,,,,
07/12/2022 01:54:21,B,3,4.18,,,,
07/12/2022 01:56:51,C,2,4.27,,,,
07/12/2022 02:01:19,B,3,4.38,,,,
07/12/2022 02:08:56,C,4,5,,,,
07/12/2022 02:10:00,C,2,4,,,,
07/12/2022 02:20:28,C,6,6.2,,,,
07/12/2022 02:25:33,C,4,4.54,,,,
07/12/2022 03:04:54,B,2,3.77,,,,
07/12/2022 03:07:25,C,2,4.03,,,,
07/12/2022 03:13:06,C,3,4.8,,,,
07/12/2022 03:17:51,C,2,4.21,,,,
07/12/2022 03:20:29,C,6,6.33,,,,
07/12/2022 03:43:56,C,2,3.63,,,,
07/12/2022 03:55:49,B,6,6.36,,,,
07/12/2022 04:01:37,C,2,4.22,,,,
07/12/2022 04:14:52,B,2,4.02,,,,
07/12/2022 04:19:00,B,1,3.16,,,,
07/12/2022 04:27:06,C,3,4.08,,,,
07/12/2022 04:40:26,C,3,4.68,,,,
07/12/2022 04:53:43,B,1,3.25,,,,
07/12/2022 05:16:13,B,10,8.17,,,,
07/12/2022 05:21:16,B,2,4.35,,,,
07/12/2022 05:29:28,B,7,7.03,,,,
07/12/2022 05:41:43,C,4,4.65,,,,
07/12/2022 05:48:30,C,4,5.3,,,,
07/12/2022 05:50:55,C,2,4.37,,,,
07/12/2022 05:57:20,C,3,4.55,,,,
07/12/2022 06:08:51,B,2,3.8,,,,
07/12/2022 06:11:31,C,5,5.37,,,,
07/12/2022 06:15:00,C,4,5.35,,,,
07/12/2022 06:27:01,C,5,5.26,,,,
07/12/2022 06:28:06,C,3,4.31,,,,
07/12/2022 06:29:53,A,6,5.92,,,,
07/12/2022 06:29:53,A,9,7.94,,,,
07/12/2022 06:29:53,A,8,7.01,,,,
07/12/2022 06:29:53,A,8,6.73,,,,
07/12/2022 06:29:53,A,10,8,,,,
07/12/2022 06:29:53,A,12,9.9,,,,
07/12/2022 06:29:53,A,9,6.94,,,,
07/12/2022 06:29:53,A,3,4.48,,,,
07/12/2022 06:29:53,A,3,4.16,,,,
07/12/2022 06:29:53,A,4,5.12,,,,
07/12/2022 06:29:53,A,5,5.06,,,,
07/12/2022 06:29:53,A,6,6.26,,,,
07/12/2022 06:29:53,A,12,8.86,,,,
07/12/2022 06:32:17,A,5,5.53,,,,
07/12/2022 06:32:24,A,2,4.16,,,,
07/12/2022 06:34:03,A,7,6.39,,,,
07/12/2022 06:34:21,A,8,6.95,,,,
07/12/2022 06:35:48,A,3,4.32,,,,
07/12/2022 06:36:37,A,3,4.3,,,,
07/12/2022 06:36:53,A,2,4.22,,,,
07/12/2022 06:37:49,A,7,6.96,,,,
07/12/2022 06:37:53,A,5,5.52,,,,
07/12/2022 06:39:47,A,3,4.16,,,,
07/12/2022 06:54:55,A,9,8.06,,,,
07/12/2022 06:55:05,A,2,3.66,,,,
07/12/2022 06:55:49,A,6,5.78,,,,
07/12/2022 06:55:53,A,6,6.41,,,,
07/12/2022 06:56:18,A,4,5.44,,,,
07/12/2022 06:57:01,A,4,4.76,,,,
07/12/2022 06:57:09,A,3,4.47,,,,
07/12/2022 06:57:43,A,3,4.52,,,,
07/12/2022 06:57:43,A,8,7.38,,,,
07/12/2022 06:59:38,A,4,5.17,,,,
07/12/2022 08:04:57,A,12,8.56,,,,
07/12/2022 08:05:28,A,5,5.24,,,,
07/12/2022 08:05:31,A,10,8.1,,,,
07/12/2022 08:05:36,A,3,4.13,,,,
07/12/2022 08:05:46,A,4,4.92,,,,
07/12/2022 08:05:49,A,4,5,,,,
07/12/2022 08:06:03,A,5,5.08,,,,
07/12/2022 08:06:44,A,3,4.91,,,,
07/12/2022 08:06:49,A,8,7.21,,,,
07/12/2022 08:07:05,A,6,6.27,,,,
07/12/2022 08:07:42,A,3,4.2,,,,
07/12/2022 08:08:15,A,5,5.36,,,,
07/12/2022 08:09:22,A,13,8.57,,,,
07/12/2022 08:09:44,A,9,7.16,,,,
07/12/2022 08:26:25,A,4,5.37,,,,
07/12/2022 08:27:07,A,8,6.32,,,,
07/12/2022 08:27:07,A,2,3.76,,,,
07/12/2022 08:27:12,A,10,8.55,,,,
07/12/2022 08:27:17,A,7,6.17,,,,
07/12/2022 08:27:23,A,4,5.1,,,,
07/12/2022 08:27:27,A,4,4.57,,,,
07/12/2022 08:29:35,A,8,6.99,,,,
07/12/2022 08:30:18,A,8,7.05,,,,
07/12/2022 08:30:46,A,6,6.58,,,,
07/12/2022 08:30:53,A,8,7.16,,,,
07/12/2022 08:50:04,A,7,6.96,,,,
07/12/2022 08:50:05,A,4,5.3,,,,
07/12/2022 08:50:53,A,6,6.46,,,,
07/12/2022 08:50:58,A,7,6.1,,,,
07/12/2022 08:51:02,A,5,5.76,,,,
07/12/2022 08:51:52,A,5,5.7,,,,
07/12/2022 08:51:55,A,13,9.23,,,,
07/12/2022 08:53:17,A,4,5.36,,,,
07/12/2022 09:10:11,A,10,7.95,,,,
07/12/2022 09:10:43,A,6,5.47,,,,
07/12/2022 09:10:55,A,7,6.98,,,,
07/12/2022 09:12:12,A,2,3.66,,,,
07/12/2022 09:12:35,A,9,7.05,,,,
07/12/2022 09:12:37,A,9,8.12,,,,
07/12/2022 09:12:40,A,8,6.4,,,,
07/12/2022 09:12:46,A,4,4.79,,,,
07/12/2022 09:14:10,A,8,6.97,,,,
07/12/2022 09:30:12,A,3,4.07,,,,
07/12/2022 09:31:53,A,3,4.11,,,,
07/12/2022 09:32:00,A,2,4.11,,,,
07/12/2022 09:32:14,A,4,5.07,,,,
07/12/2022 09:32:18,A,8,6.58,,,,
07/12/2022 09:32:38,A,6,5.46,,,,
07/12/2022 09:32:59,A,12,8.46,,,,
07/12/2022 09:34:16,A,4,4.68,,,,
07/12/2022 09:34:28,A,9,8.2,,,,
07/12/2022 09:35:45,A,9,8.25,,,,
07/12/2022 09:51:33,A,3,4.34,,,,
07/12/2022 09:51:33,A,4,4.72,,,,
07/12/2022 09:52:14,A,5,5.81,,,,
07/12/2022 09:52:30,A,3,4.69,,,,
07/12/2022 09:52:54,A,8,7.43,,,,
07/12/2022 09:53:50,A,4,4.65,,,,
07/12/2022 09:54:24,A,5,5.54,,,,
07/12/2022 09:54:25,A,2,3.67,,,,
07/12/2022 09:54:30,A,7,6.94,,,,
07/12/2022 09:55:34,A,11,7.96,,,,
07/12/2022 10:21:54,A,9,7.3,,,,
07/12/2022 10:22:33,A,4,5.34,,,,
07/12/2022 10:22:54,A,5,5.63,,,,
07/12/2022 10:22:55,A,4,4.73,,,,
07/12/2022 10:22:56,A,4,5.3,,,,
07/12/2022 10:24:02,A,4,5.1,,,,
07/12/2022 10:24:48,A,10,8.02,,,,
07/12/2022 10:26:25,A,11,8.93,,,,
07/12/2022 10:26:28,A,6,5.76,,,,
07/12/2022 10:26:41,A,7,7.05,,,,
07/12/2022 10:43:47,A,11,8.72,,,,
07/12/2022 10:43:51,A,10,8.38,,,,
07/12/2022 10:44:26,A,6,5.54,,,,
07/12/2022 10:44:28,A,10,8.28,,,,
07/12/2022 10:44:40,A,6,6.12,,,,
07/12/2022 10:44:45,A,4,5.05,,,,
07/12/2022 10:46:04,A,8,6.71,,,,
07/12/2022 10:46:26,A,5,5.95,,,,
07/12/2022 10:46:34,A,5,5.48,,,,
07/12/2022 10:47:05,A,5,5.9,,,,
07/12/2022 11:05:09,A,4,4.5,,,,
07/12/2022 11:05:48,A,2,4.02,,,,
07/12/2022 11:07:06,A,10,7.85,,,,
07/12/2022 11:08:03,A,8,6.67,,,,
07/12/2022 11:08:25,A,8,6.58,,,,
07/12/2022 11:08:45,A,1,3.33,,,,
07/12/2022 11:08:58,A,8,7.08,,,,
07/12/2022 11:12:05,A,2,3.87,,,,
07/12/2022 11:24:49,A,2,4.28,,,,
07/12/2022 11:24:58,A,2,3.82,,,,
07/12/2022 11:25:27,A,2,4.31,,,,
07/12/2022 11:26:00,A,4,5.23,,,,
07/12/2022 11:26:26,A,10,7.3,,,,
07/12/2022 11:26:29,A,2,4.38,,,,
07/12/2022 11:26:51,A,5,5.05,,,,
07/12/2022 11:26:54,A,3,4.07,,,,
07/12/2022 11:27:04,A,6,5.95,,,,
07/12/2022 11:27:40,A,5,5.63,,,,
07/12/2022 11:29:06,C,3,4.16,,,,
07/12/2022 11:29:14,C,3,4.42,,,,
07/12/2022 11:33:16,B,1,3.41,,,,
07/12/2022 11:33:39,B,1,3.56,,,,
07/12/2022 11:36:41,B,2,4.18,,,,
07/12/2022 11:37:13,B,1,3.83,,,,
07/12/2022 11:40:52,C,4,5.27,,,,
07/12/2022 11:41:03,C,3,4.21,,,,
07/12/2022 11:45:15,C,2,3.78,,,,
07/12/2022 11:46:08,C,4,4.77,,,,
07/12/2022 11:49:02,C,6,6.29,,,,
07/12/2022 11:50:54,C,5,5.09,,,,
07/12/2022 11:55:20,C,4,5.29,,,,
07/12/2022 11:55:59,C,7,6.35,,,,
07/12/2022 12:00:37,C,5,5.28,,,,
07/12/2022 12:01:15,C,5,5.33,,,,
07/12/2022 12:01:44,C,3,4.23,,,,
07/12/2022 12:01:48,A,2,4.04,,,,
07/12/2022 12:02:20,C,7,6.7,,,,
07/12/2022 12:02:29,C,6,5.46,,,,
07/12/2022 12:02:40,C,2,4.38,,,,
07/12/2022 12:04:01,B,5,5.5,,,,
07/12/2022 12:04:06,C,2,3.63,,,,
07/12/2022 12:04:31,C,5,5.52,,,,
07/12/2022 12:04:44,B,2,4.2,,,,
07/12/2022 12:05:17,C,4,5.48,,,,
07/12/2022 12:05:51,C,7,6.05,,,,
07/12/2022 12:05:53,C,3,4.07,,,,
07/12/2022 12:05:58,B,8,6.9,,,,
07/12/2022 12:06:35,C,5,5.4,,,,
07/12/2022 12:07:02,C,4,4.94,,,,
07/12/2022 12:07:44,C,5,5.18,,,,
07/12/2022 12:07:56,B,9,6.82,,,,
07/12/2022 12:08:56,C,2,3.7,,,,
07/12/2022 12:09:02,B,7,6.4,,,,
07/12/2022 12:09:31,C,3,4.24,,,,
